Id,Predicted
484624,13.916462067000001
399771,1.3331697999999998
455721,3.8833416400000003
454994,0.8535017300000001
361646,1.0057243
26219,0.067281
53252,3.1536623525620002
186382,1.3728561099999999
130632,10.626036888640002
257067,0.1251762392
28149,1.6286417299999998
112082,1.106922891
154088,4.0558814194399995
313094,1.425553974
382812,2.3310586599999996
64322,1.2354025670000002
10328,15.605390882656
274736,0.45654988152
424780,0.29146822000000006
390247,2.0195387
513985,2.9045394499999997
206463,1.7699310196799998
38596,0.12068276432000001
23706,5.161283820298
292213,0.30384028
370726,8.916373530000001
240843,8.642291535058
49249,0.55781712
110813,0.66764068
66190,4.8950175069999995
252674,14.92709648
512810,0.09110093904
113725,2.3413706700000003
41874,7.674465682656001
61210,0.33484032144000003
41725,4.56461657888
177958,1.4540590400000002
53907,0.1036092
137627,0.85653886
485002,1.0519912900000001
19441,2.2366749160799997
169079,0.7517729969999999
150554,0.701755877
37000,1.6818873199999997
91195,0.07264398
76402,0.9228507599999998
210236,0.28191117000000004
229351,0.0
273976,1.5130462000000002
97966,2.6867459175980004
